,screen name,mentions
4189,antivanruffles,
4190,enbycat,raeofsmiles95
4191,IV_Leviathan,kelly_knox
4192,jigoku_nozomi,arsequeef
4193,otdderamin,shiyadoesstuff
4194,ItsDaniCarr,
4195,vonnie_bee,raeofsmiles95
4196,Arvuuler,voiceofobrien
4197,jubilateb00n,drawsshits
4198,Caeodos1,arsequeef
4199,enbycat,vesperderolo
4200,HDelta15,criticalrole
4201,KatWaterflame,critrolestats
4202,HDelta15,"arsequeef, criticalrole, voiceofobrien"
4203,HippieGeekGirl,
4204,CatShika,criticalrole
4205,Sunburntwater,
4206,ToonEzon,"criticalrole, voiceofobrien"
4207,WagonAgeOregons,spectacles_ak
4208,squeakybaluga,ruushes
4209,drsbello,"katwaterflame, critrolestats, criticalrole, willingblam"
4210,devonrubinart,
4211,CritRoleStats,
4212,morbidsmplicity,migluzart
4213,Drgnfly42,shiyadoesstuff
4214,schteveok,criticalrole
4215,di_yce,migluzart
4216,Angela_A_Clem,"criticalrole, wyrmwoodgaming"
4217,dungeon_doodles,brianwfoster
4218,gamerfan75,
4219,michael_susano,criticalrole
4220,Lanternman2814,itsdanicarr
4221,WagonAgeOregons,itsdanicarr
4222,KatWaterflame,critrolestats
4223,NotFrankTurner,nystimis
4224,vic_squared_,
4225,mrg_west,brianwfoster
4226,LuisgMunoz1,"demarcodraws, matthewmercer"
4227,kowaiyoukai,kellyjoule
4228,daleytwin2,vysorenofvord
4229,neonbirb,ioanamuresanart
4230,nebulousroyalty,ruushes
4231,hellomelusine,drawsshits
4232,BarbBondVO,
4233,MissCryptid,
4234,Melly_Tonin,"anodesu, voiceofobrien"
4235,WTH153,daisygardnercos
4236,swordmas_,matthewmercer
4237,TSA_BabyJ,"inkmaster, erinunkindness, criticalrole"
4238,Abbyologie,criticalrole
4239,settiai,
4240,papaspandas,kellyjoule
4241,kowaiyoukai,voiceofobrien
4242,WagonAgeOregons,kaminokiri
4243,enbycat,allyekatdraws
4244,papaspandas,voiceofobrien
4245,CritRoleStats,
4246,thinggtwoo,zephyri
4247,48bitwhit,sunnyonice
4248,KatWaterflame,critrolestats
4249,enbycat,birdbeeps
4250,GilTheVlogsmith,"aussiedruid, arsequeef, dndbeyond, voiceofobrien"
4251,Wally_Wests,
4252,rollercoaxed,larn_draws
4253,serenityfails,
4254,Banymasimo,
4255,Caeodos1,"kayncli, voiceofobrien"
4256,CritRoleFanart,cheesebergstr
4257,holycrapmuffin,kellyjoule
4258,rollercoaxed,ioanamuresanart
4259,ellieasta,kaminokiri
4260,Lanternman2814,spectacles_ak
4261,raeofsmiles95,
4262,patriciatumulak,criticalrole
4263,NotFrankTurner,"ajillustrate, talksmachina"
4264,disastrousgay,migluzart
4265,nebulousroyalty,larn_draws
4266,Nobody13237193,
4267,kernno_art,
4268,_BABOY_,migluzart
4269,emilymaemadden,
4270,TeKingOfRavioli,arsequeef
4271,jt_huff_,criticalrole
4272,Danny23077896,criticalrole
4273,jt_huff_,"arsequeef, criticalrole, voiceofobrien"
4274,ConinDraconir,arsequeef
4275,th1rt3en_TM,omahdon
4276,93418,
4277,CritRoleStats,
4278,Danny23077896,nikkidawesdraws
4279,SailorHannibal,
4280,otdderamin,sunnyonice
4281,Arkerenos,willingblam
4282,DiscoVader01,
4283,cordinbleu,
4284,Krimzonknight,
4285,theskieswhisper,criticalrole
4286,KatWaterflame,critrolestats
4287,SireneStormsong,kaminokiri
4288,twistedAeons,"criticalrole, takayuuki_art"
4289,vagorsol,daisygardnercos
4290,JorgeHirotaJr,toddkenreck
4291,CarnotLesbian,
4292,a_tired_gm,"hollyconrad, criticalrole, voiceofobrien, kayncli"
4293,SAHGhost,"criticalrole, voiceofobrien"
4294,williamknoxlaw,
4295,JorgeHirotaJr,
4296,_Maihel,barbbondvo
4297,azkabqnn,
4298,Kid8Vg,criticalrole
4299,tamry,rlinarts
4300,_BABOY_,
4301,AmethystJackal,sunnyonice
4302,mintjubileesart,
4303,Strumwulf,pearlbaecosplay
4304,compromisedbard,
4305,Dj_Jadenchu,"aussiedruid, arsequeef, dndbeyond, voiceofobrien"
4306,thinggtwoo,rlinarts
4307,marcechii,bitter_sweet_to
4308,KatWaterflame,
4309,warlockholmesx,daisygardnercos
4310,Wally_Wests,
4311,jr1ch1,
4312,thinggtwoo,"ajillustrate, talksmachina"
4313,KyleWithAnN,kaminokiri
4314,Neuromancer568,janelleymardely
4315,witchywoman96,
4316,jae_gerbomb,
4317,SpotWeld,
4318,SpiritSwordMan,
4319,deroloss,tbgkaru
4320,Wally_Wests,
4321,Elvisbr0wn,willfriedle
4322,VioletVioIence,
4323,rekicakes,azkabqnn
4324,Drgnfly42,sunnyonice
4325,otterlytasty,ruushes
4326,freckled_dork,"arsequeef, executivegoth"
4327,WagonAgeOregons,
4328,a_tired_gm,"variety, criticalrole"
4329,jt_huff_,"hollyconrad, criticalrole, voiceofobrien, kayncli"
4330,aiwarikaz1,"criticalrole, voiceofobrien"
4331,Neuromancer568,aintnowaifu
4332,CritRoleStats,
4333,serenityfails,
4334,CritRoleFanart,mintjubileesart
4335,CHlXlE,bitter_sweet_to
4336,Nikkihurray,
4337,VesperDeRolo,
4338,rekicakes,"criticalrole, takayuuki_art"
4339,oldsneaksDND,
4340,IVIacabrellian,criticalrole
4341,CritRoleFanart,witchywoman96
4342,AllyeKatDraws,
4343,KatWaterflame,critrolestats
4344,Terry_Wagner_,"roleplayers_tv, criticalrole, hyperxesalv"
4345,j_veydt,
4346,WagonAgeOregons,violetvioience
4347,Black_King,
4348,KetsyCola,
4349,settiai,kaminokiri
4350,MarisaOrland,ruushes
4351,danaleighbee,
4352,tropenamer1,orcbarbies
4353,bladespilot,saturnberries
4354,another_warlock,
4355,RuzgofDi,
4356,TheIceBringer,kellyjoule
4357,metzger_katie,
4358,psyk0zap,
4359,MaskedDevera,
4360,chekhovssmurf,hackedmotionart
4361,purplelikethat,criticalrole
4362,RaesingTheAngel,
4363,Elvisbr0wn,jennifermuro
4364,raeofsmiles95,
4365,CritRoleStats,
4366,Rendenbrandt,"avaltor05, criticalrole"
4367,StaceyB_1980,brianwfoster
4368,ReymusTweets,
4369,antivanruffles,
4370,AnArtistComplex,daisygardnercos
4371,alphablast001,"kayncli, voiceofobrien"
4372,leonyaan,hackedmotionart
4373,tropenamer1,"ajillustrate, talksmachina"
4374,Shadowdragonia,
4375,StaceyB_1980,arsequeef
4376,KatWaterflame,critrolestats
4377,pot8topunk,"kayncli, voiceofobrien"
4378,AEstMendacium,
4379,whoviancritter,voiceofobrien
4380,Banymasimo,
4381,so_this_sothis,
4382,CarnotLesbian,
4383,Roleplayers_TV,"terry_wagner_, criticalrole, hyperxesalv"
4384,Cardamone_Law,
4385,kernno_art,
4386,KyleWithAnN,
4387,_Maihel,raeofsmiles95
4388,CritRoleStats,
4389,reeio98,
4390,NotFrankTurner,"arsequeef, executivegoth"
4391,RuzgofDi,maskeddevera
4392,thanatos5150,
4393,CircusOfGlass,
4394,AmethystJackal,deerlordhunter
4395,Arcaniphage,demarcodraws
4396,Min_Nerd_Cred,marisha_ray
4397,KatWaterflame,critrolestats
4398,Orcathalin94,"variety, criticalrole"
4399,coleslaw_jones,"ajillustrate, talksmachina"
4400,crownclown58,larn_draws
4401,TylerWalpole,
4402,__ambermarie__,kylewithann
4403,sc_stein,"arsequeef, executivegoth"
4404,carolinethegeek,
4405,williamknoxlaw,
4406,jt_huff_,brianwfoster
4407,Arcaniphage,demarcodraws
4408,hanhanbutt,"thisisbonertown, titmouseinc"
4409,vonnie_bee,raeofsmiles95
4410,AllTheSaltInMe,"arsequeef, executivegoth"
4411,deroloss,deerlordhunter
4412,vic_squared_,
4413,abbott_raynor,witchywoman96
4414,BarbBondVO,raeofsmiles95
4415,mxsicxl,criticalrole
4416,KnightPaladinT,willfriedle
4417,SireneStormsong,raeofsmiles95
4418,kmallura,
4419,Min_Nerd_Cred,arsequeef
4420,Kagomenesan,
4421,Wally_Wests,
4422,bewareofghosts,"sweet_shika_, thevulcansalute, criticalrole"
4423,RavenPen21,cha_c_san
4424,freckled_dork,arsequeef
4425,bewareofghosts,sweet_shika_
4426,drsbello,
4427,BirdBeeps,
4428,sapphiccheese,fl0werb0ys
4429,CritRoleStats,
4430,Shrion_Shi,kellyjoule
4431,KitsuneAkane,triaelf9
4432,faceplantmay,"arsequeef, willingblam"
4433,GilTheVlogsmith,
4434,otdderamin,carolinethegeek
4435,S_Longstride,forgingmeanings
4436,KatWaterflame,critrolestats
4437,jr1ch1,
4438,CarnotLesbian,
4439,shmebin412,"brianwfoster, samriegel"
4440,vonnie_bee,kylewithann
4441,MorriganWrites,sunnyonice
4442,shaykhach,criticalrole
4443,arejayelle98,marisha_ray
4444,__ambermarie__,gilthevlogsmith
4445,MaskedDevera,carolinethegeek
4446,JadenGeorge6,criticalrole
4447,Thanael_Platier,matthewmercer
4448,AEstMendacium,carolinethegeek
4449,Arcaniphage,bitter_sweet_to
4450,seduceusclay,"arsequeef, executivegoth"
4451,freckled_dork,"arsequeef, willingblam"
4452,Culdhira1,criticalrole
4453,syfynut13,arsequeef
4454,arielleG,critrolestats
4455,tay_jd19,arsequeef
4456,bythehalfpint,"criticalrole, voiceofobrien"
4457,inkuisitivskins,criticalrole
4458,TriaElf9,
4459,JanShayy,"arsequeef, willingblam"
4460,fireflowerXD,
4461,vespairr,raypilley
4462,ST_RFOX,criticalrole
4463,exqueeeze_me,"arsequeef, criticalrole, voiceofobrien"
4464,p_t_f_s,"arsequeef, executivegoth"
4465,exqueeeze_me,criticalrole
4466,CritRoleStats,
4467,shaykhach,"ajillustrate, talksmachina"
4468,KatWaterflame,triaelf9
4469,AllTheSaltInMe,triaelf9
4470,metzger_katie,
4471,CaptainCatTrek,hackedmotionart
4472,KatWaterflame,critrolestats
4473,VoBarden,criticalrole
4474,TheAnimeDreamer,triaelf9
4475,LilPurpleG,criticalrole
4476,RaesingTheAngel,
4477,RaineShowers87,"criticalrole, thevulcansalute, karekareo, jasoncmiller, samriegel, laurabaileyvo"
4478,CritRoleStats,
4479,raeofsmiles95,triaelf9
4480,IllegalEarth,blacksalander
4481,antivanruffles,
4482,Wally_Wests,
4483,syfynut13,"arsequeef, executivegoth"
4484,CritRoleFanart,tylerwalpole
4485,IllegalEarth,kvkki
4486,otdderamin,gilthevlogsmith
4487,mahoumaddie,sunnyonice
4488,dnd_retweets,masacre_ann
4489,syfynut13,criticalrole
4490,KatWaterflame,critrolestats
4491,WagonAgeOregons,tylerwalpole
4492,IllegalEarth,cobgoblin
4493,BallahPanda,brianwfoster
4494,CritRoleFanart,triaelf9
4495,genki_garbage,vi1ukissa
4496,CritRoleFanart,kagomenesan
4497,Imbiesaurus,kylewithann
4498,RuzgofDi,
4499,CritRoleStats,
4500,Subskitten,"criticalrole, takayuuki_art"
4501,vonnie_bee,carolinethegeek
4502,otdderamin,triaelf9
4503,IllegalEarth,triaelf9
4504,WagonAgeOregons,vic_squared_
4505,TroublesomeGabe,
4506,dvl2pay,"hollyconrad, criticalrole, voiceofobrien, kayncli"
4507,VehngenceWoW,triaelf9
4508,QueensKingdom,ruushes
4509,5horbust,saturnberries
4510,RaineShowers87,"baronfnightly, criticalrole, karekareo, jasoncmiller, samriegel, laurabaileyvo, thevulcansalute"
4511,maddsterpiece,
4512,WagonAgeOregons,kylewithann
4513,rollercoaxed,mhendricksonart
4514,IllegalEarth,nystimis
4515,nothingoskar,critrolestats
4516,KatWaterflame,critrolestats
4517,Min_Nerd_Cred,"arsequeef, executivegoth"
4518,SireneStormsong,
4519,Trumpropriation,kickstarter
4520,IllegalEarth,migluzart
4521,Min_Nerd_Cred,galacticjonah
4522,MarutBreaker,matthewmercer
4523,cbafenix,criticalrole
4524,VehngenceWoW,"criticalrole, dndbeyond"
4525,Wally_Wests,triaelf9
4526,cbafenix,criticalrole
4527,WagonAgeOregons,shadowdragonia
4528,ProfChestnut,tylerwalpole
4529,arielleG,
4530,Drgnfly42,ruzgofdi
4531,Arcaniphage,nystimis
4532,Brittanica24,triaelf9
4533,WagonAgeOregons,raeofsmiles95
4534,IllegalEarth,arsequeef
4535,Drgnfly42,triaelf9
4536,rollercoaxed,"criticalrole, takayuuki_art"
4537,cmyklala,riribelles
4538,Min_Nerd_Cred,"variety, criticalrole"
4539,SilentMagi,triaelf9
4540,Wally_Wests,
4541,DockAhk,migluzart
4542,VesperDeRolo,triaelf9
4543,Brittanica24,triaelf9
4544,emiaryy,banymasimo
4545,CatandDragons,matthewmercer
4546,IllegalEarth,triaelf9
4547,IllegalEarth,larn_draws
4548,Strumwulf,starleighcos
4549,CritRoleStats,
4550,Min_Nerd_Cred,rlinarts
4551,carolinethegeek,
4552,KyleWithAnN,
4553,SireneStormsong,
4554,NotusLethe,
4555,RuzgofDi,
4556,Amali_Ow,triaelf9
4557,riribelles,"cmyklala, riribelles"
4558,KatWaterflame,critrolestats
4559,RaesingTheAngel,
4560,WagonAgeOregons,critrolestats
4561,merkeiing,"catanddragons, matthewmercer"
4562,matte_bat_,fl0werb0ys
4563,WagonAgeOregons,fireflowerxd
4564,hastynoodle,
4565,ARNewland,
4566,AnnVera10,
4567,merkeiing,"marutbreaker, matthewmercer"
4568,WagonAgeOregons,metzger_katie
4569,Dmorg252,iscreamdice
4570,IllegalEarth,erisperitas
4571,ooorangy,
4572,merkeiing,maddsterpiece
4573,winterslex,triaelf9
4574,Luizcookiee,triaelf9
4575,Elbstar109,larn_draws
4576,PieLucas1,"criticalrole, titmouseinc"
4577,AmethystJackal,alexcoggonart
4578,WagonAgeOregons,gilthevlogsmith
4579,Culdhira1,marisha_ray
4580,di_yce,larn_draws
4581,Strumwulf,"jessolaurus, daniellegrace__, willingblam, criticalrole"
4582,TrystanT13,laurabaileyvo
4583,ArkosPyre,"whoviancritter, voiceofobrien"
4584,ellieasta,raeofsmiles95
4585,IllegalEarth,samthelper
4586,sweet_danica,
4587,RaesingTheAngel,
4588,_Maihel,matthewmercer
4589,Jemmy_cat,sunnyonice
4590,nick14562011,
4591,jt_huff_,rabdoidal
4592,KareauxLine,deerlordhunter
4593,ikissmonsters,tylerwalpole
4594,IllegalEarth,witchywoman96
4595,AxlsGranted,daisygardnercos
4596,ellieasta,metzger_katie
4597,QueensKingdom,ioanamuresanart
4598,jae_gerbomb,
4599,IllegalEarth,maddsterpiece
4600,RealTurtleMike,matthewmercer
4601,SireneStormsong,drawsshits
4602,WagonAgeOregons,birdbeeps
4603,quillyfied,
4604,PieLucas1,kellyjoule
4605,Shadowdragonia,critrolememes
4606,vonnie_bee,triaelf9
4607,Ki11ersalt,maryneelahaye
4608,AllyeKatDraws,
4609,Madhattergirl56,
4610,faunamoth,fl0werb0ys
4611,CritRoleStats,
4612,Drgnfly42,maddsterpiece
4613,TrystanT13,voiceofobrien
4614,BlueEvilEye,migluzart
4615,WagonAgeOregons,carolinethegeek
4616,OffbeatWorlds,
4617,KatWaterflame,critrolestats
4618,MaskedDevera,arnewland
4619,IllegalEarth,cheesebergstr
4620,ThePennykins,"variety, criticalrole"
4621,merkeiing,
4622,Drgnfly42,"catanddragons, matthewmercer"
4623,hugwins,
4624,omalora,offbeatworlds
4625,crownclown58,kvkki
4626,shaykhach,arsequeef
4627,ChromatiChimera,bluebirddraws
4628,trraisel,arsequeef
4629,otdderamin,maddsterpiece
4630,KramerFry,marchyecilam
4631,raeofsmiles95,carolinethegeek
4632,MolIymox,"jessolaurus, daniellegrace__, willingblam, criticalrole"
4633,toughcute,sketchingsprw
4634,CritRoleStats,
4635,otdderamin,"catanddragons, matthewmercer"
4636,HeyTrucBidules,
4637,Drgnfly42,sweet_danica
4638,PhantomRoxas,
4639,KramerFry,"marchyecilam, faerybeary"
4640,jae_gerbomb,
4641,AmethystJackal,lornart_
4642,Wally_Wests,
4643,Neuromancer568,sunnyonice
4644,marcechii,drawsshits
4645,KatWaterflame,critrolestats
4646,merkeiing,
4647,popgeeks,
4648,Wally_Wests,
4649,Arcaniphage,"c_dobbins, sketchingsprw"
4650,RaesingTheAngel,
4651,Gabriellowena,
4652,Drgnfly42,offbeatworlds
4653,Dmorg252,kellyjoule
4654,HeyTrucBidules,
4655,nothingoskar,
4656,MaskedDevera,
4657,CritRoleStats,
4658,Wally_Wests,
4659,Dazy_Queen,itsdanicarr
4660,KatWaterflame,critrolestats
4661,tapirne,mhendricksonart
4662,CritRoleFanart,offbeatworlds
4663,VesperDeRolo,
4664,CritRoleFanart,"catanddragons, matthewmercer"
4665,belvont,srerenga
4666,Wally_Wests,
4667,alohasushicore,willingblam
4668,TheMadWhitaker,popgeeks
4669,ellieasta,wally_wests
4670,anahitiscool,wally_wests
4671,eka317,arsequeef
4672,BasiliskXVIII,
4673,KyleWithAnN,
4674,drsbello,
4675,Arcaniphage,triaelf9
4676,RaesingTheAngel,
4677,Jimersion,
4678,vonnie_bee,
4679,Jackieann236,itsdanicarr
4680,_Maihel,maskeddevera
4681,Thamien,
4682,trraisel,srerenga
4683,moefassaa,kellyjoule
4684,Ulhaxen,triaelf9
4685,IllegalEarth,offbeatworlds
4686,CritRoleStats,
4687,carolinethegeek,
4688,KyleWithAnN,
4689,applesauceer1,"adultswim, criticalrole"
4690,KatWaterflame,critrolestats
4691,CritRoleFanart,"marutbreaker, matthewmercer"
4692,cordinbleu,
4693,raeofsmiles95,wally_wests
4694,serenityfails,
4695,CritRoleFanart,maddsterpiece
4696,Usedbandaidz,wally_wests
4697,Melly_Tonin,iika_4you
4698,Gretchen_A_K,
4699,Neuromancer568,maddsterpiece
4700,MolIymox,wally_wests
4701,ellieasta,kylewithann
4702,Drgnfly42,drsbello
4703,metzger_katie,
4704,neotrin8,arsequeef
4705,FuturaLibre,kickstarter
4706,VesperDeRolo,
4707,SireneStormsong,wally_wests
4708,OrdainedCrownie,triaelf9
4709,Wally_Wests,
4710,RuzgofDi,
4711,DoubleAARocks,
4712,Arcyo,
4713,Min_Nerd_Cred,kellyjoule
4714,JordanAlison98,
4715,MinersLoveGames,kellyjoule
4716,AndInkBlossoms,"metzger_katie, gracedeppe"
4717,Set_Elrich,"criticalrole, dndbeyond"
4718,BirdBeeps,
4719,CritRoleStats,
4720,genki_garbage,sunnyonice
4721,WagonAgeOregons,kylewithann
4722,ConnZombie,
4723,vic_squared_,critrolestats
4724,KatWaterflame,critrolestats
4725,DRasicci,kellyjoule
4726,kittylitteral,
4727,benwoodtweet,
4728,ArtistSomeday,itsdanicarr
4729,piggy8174,
4730,KyleWithAnN,
4731,Wally_Wests,
4732,RaesingTheAngel,
4733,sapphres,criticalrole
4734,vonnie_bee,
4735,Bear_Ninja24,criticalrole
4736,warlockandkey,
4737,SneakyNinja_WR,"rebeccacjo, dndbeyond, voiceo"
4738,KatWaterflame,
4739,cordinbleu,kylewithann
4740,whiteXblackrose,wally_wests
4741,antivanruffles,kylewithann
4742,EHomunculi,"variety, criticalrole"
4743,TeaAndTails,
4744,KyleWithAnN,
4745,ForensicPsych0,
4746,SneakyNinja_WR,criticalrole
4747,lostinjaneyland,unoobang
4748,KoreanSeoul,"geonerd, criticalrole"
4749,ellieasta,
4750,catmikk,"microbe_mineral, criticalrole"
4751,visualbepe,
4752,Jay_Sqrl,fl0werb0ys
4753,kernno_art,
4754,fantRPGhub,"wizards_dnd, criticalrole, matthewmercer"
4755,paradoxbravery,janelleymardely
4756,Benobi_219,
4757,NatThePaladin,carolinethegeek
4758,DekuBits,
4759,Wally_Wests,
4760,omalora,
4761,supergimpoman,criticalrole
4762,nofearsnolimits,matthewmercer
4763,piggy8174,
4764,ellieasta,kylewithann
4765,WagonAgeOregons,galacticjonah
4766,cordinbleu,ruzgofdi
4767,MoS_Trix,"hollyconrad, criticalrole, voiceofobrien, kayncli"
4768,CritRoleStats,
4769,mischiefseven,bitter_sweet_to
4770,AliceBoard,
4771,deroloss,hackedmotionart
4772,ChrisLockey,
4773,TheBucketfox,fl0werb0ys
4774,BadDiceBad,"hollyconrad, criticalrole, voiceofobrien, kayncli"
4775,Wally_Wests,
4776,beaujes,hackedmotionart
4777,KatWaterflame,critrolestats
4778,Brazbit,
4779,dahlgur,ruushes
4780,settiai,
4781,News_on_Shuffle,
4782,therealuglymugs,
4783,whiteXblackrose,
4784,darling_gypsum,
4785,TeamDevilsLuck,ioanamuresanart
4786,Astra_Dark,arsequeef
4787,merkeiing,sunnyonice
4788,Monstein,"chrislockey, samriegel, criticalrole"
4789,KyleWithAnN,"arsequeef, willingblam"
4790,CritRoleStats,
4791,Duskthebatpackz,criticalrole
4792,MissCryptid,
4793,KatWaterflame,critrolestats
4794,evlpunky,fl0werb0ys
4795,rotting,blacksalander
4796,Nemo2342,triaelf9
4797,USDutchkitty,laurabaileyvo
4798,enbycat,
4799,_daimonas,sunnyonice
4800,JanadDareg1,critrolestats
4801,SireneStormsong,
4802,mik32802,"critrolefaces, matthewmercer, w"
4803,RogueValkyrie,deerlordhunter
4804,MorganEilish,steviemilitello
4805,Duskthebatpackz,"ajillustrate, talksmachina"
4806,KtObermanns,galacticjonah
4807,Robbie141526,criticalrole
4808,MinersLoveGames,triaelf9
4809,magigirlcomplex,deerlordhunter
4810,winterslex,sunnyonice
4811,Wally_Wests,
4812,merkeiing,
4813,TieflingDruid,
4814,lightweight_ix,"arsequeef, executivegoth"
4815,Imbiesaurus,
4816,carolinethegeek,
4817,Hoarding_books,laurabaileyvo
4818,wolfmanjessop,"funhausteam, gregtito"
4819,HippieGeekGirl,chrislockey
4820,CritRoleStats,
4821,FearonZinka,zaceubank
4822,merkeiing,misscryptid
4823,News_on_Shuffle,
4824,_atowers,"chrislockey, samriegel, criticalrole"
4825,SneakyNinja_WR,"arsequeef, voiceofobrien, samriegel"
4826,Duskthebatpackz,matthewmercer
4827,a_tired_gm,satinephoenix
4828,KatWaterflame,critrolestats
4829,Adondriel,arsequeef
4830,SpeedwagonCo,criticalrole
4831,vonnie_bee,ellieasta
4832,ajdooba,arsequeef
4833,SonataOfSilence,maryneelahaye
4834,katieliccardo,
4835,EsLocoSoldado,eslocosoldado
4836,otdderamin,chrislockey
4837,Feelzabub,cobgoblin
4838,BarbBondVO,
4839,KatWaterflame,
4840,KatWaterflame,
4841,RaesingTheAngel,
4842,sylviaviridian,
4843,supergimpoman,
4844,TheOodSigma,
4845,Wally_Wests,
4846,sykotikkytten,criticalrole
4847,danipanteez,
4848,TrinityBat,
4849,elfmade_chaos,"elfmade_chaos, sariaalkiniria, fuyuhangetsu"
4850,Winterdusted,srerenga
4851,CritRoleStats,
4852,whiteXblackrose,chrislockey
4853,Jinstability,"variety, criticalrole"
4854,KatWaterflame,critrolestats
4855,Madhattergirl56,
4856,Negocalvoblanc1,voiceofobrien
4857,jae_gerbomb,
4858,Jerryskid,"criticalrole, critrolestats"
4859,Duskthebatpackz,kellyjoule
4860,Visionaryck,triaelf9
4861,ArseQueef,"chrislockey, samriegel, criticalrole"
4862,FearonZinka,arsequeef
4863,ninefoxed,critrolestats
4864,serenityfails,
4865,nothingoskar,
4866,my2k,
4867,CritRoleStats,
4868,nothingoskar,critrolestats
4869,Mascaboom,kvkki
4870,mumblerbee,critrolestats
4871,nothingoskar,critrolestats
4872,Tardisgirl510,
4873,ChrisLockey,"arsequeef, samriegel, criticalrole"
4874,RaesingTheAngel,
4875,captainnuendo,critrolestats
4876,ItsDaniCarr,
4877,Benobi_219,
4878,KyleWithAnN,
4879,ninefoxed,critrolestats
4880,serenityfails,
4881,Madhattergirl56,"arsequeef, chrislockey, samriegel, criticalrole"
4882,KatWaterflame,critrolestats
4883,kernno_art,
4884,vonnie_bee,whitexblackrose
4885,nick14562011,
4886,winterslex,katieliccardo
4887,beniciodcltoro,
4888,nothingoskar,
4889,RuzgofDi,
4890,CarnotLesbian,
4891,TouchMyStaff,criticalrole
4892,peachesarts,critrolestats
4893,holdfeelings,wally_wests
4894,omalora,katieliccardo
4895,merkeiing,jae_gerbomb
4896,RaesingTheAngel,
4897,ValWing,rlinarts
4898,DMJJ14,
4899,farmergoatsonly,erisperitas
4900,Mugsyface,
4901,CritRoleStats,
4902,carolinethegeek,
4903,dahlgur,criticalrole
4904,Dresden_Nova,itsdanicarr
4905,KatWaterflame,critrolestats
4906,seduceusclay,critrolestats
4907,KingKrath,"criticalrole, brianwfoster, itsdanicarr"
4908,Czar_Rannoch,sunnyonice
4909,raeofsmiles95,serenityfails
4910,another_warlock,
4911,YDSquatch,"arsequeef, willingblam"
4912,dahlgur,adragonswinging
4913,MaskedDevera,
4914,nicolas_starke,"jessolaurus, daniellegrace__, willingblam, criticalrole"
4915,DeMarcoDraws,willingblam
4916,monstermouths,sunnyonice
4917,SpeedwagonCo,nikkidawesdraws
4918,RudeSara,"quietsnooze, triaelf9"
4919,deroloss,critrolestats
4920,Mighterbump,danipanteez
4921,pogonologism,chrislockey
4922,Duskthebatpackz,rlinarts
4923,withabrickk,"arsequeef, criticalrole, voiceofobrien"
4924,HurricaneSuper,"criticalrole, titmouseinc, jennifermuro"
4925,R24Sasquatch,criticalrole
4926,waldosiaday,arsequeef
4927,CritRoleStats,
4928,Duskthebatpackz,migluzart
4929,Batstick0,criticalrole
4930,seduceusclay,chrislockey
4931,CRHPStats,
4932,benwoodtweet,itsdanicarr
4933,metzger_katie,"arsequeef, executivegoth"
4934,TheDoodleFox,"kayncli, voiceofobrien"
4935,RuzgofDi,
4936,Wally_Wests,
4937,KatWaterflame,critrolestats
4938,captchemicist,"elonmusk, criticalrole, samriegel"
4939,KatWaterflame,matthewmercer
4940,mumblerbee,nothingoskar
4941,Rhianne_man,"djssoul, criticalrole"
4942,_Maihel,maskeddevera
4943,TheDoodleFox,"hollyconrad, criticalrole, voiceofobrien, kayncli"
4944,Duskthebatpackz,"jessolaurus, daniellegrace__, willingblam, criticalrole"
4945,Lanternman2814,"pxelslayer, marisha_ray"
4946,dahlgur,fuyuhangetsu
4947,SpaceIsVeryBig,rlinarts
4948,GreenRoninPub,"foxsfoxes, greenroninpub, criticalrole"
4949,CarnotLesbian,
4950,CritRoleStats,
4951,psyk0zap,
4952,magigirlcomplex,saturnberries
4953,Drgnfly42,"demarcodraws, willingblam"
4954,Alauen,arsequeef
4955,FearonZinka,sunnyonice
4956,025_Ajax,
4957,_Maihel,"laurabaileyvo, willingblam"
4958,WagonAgeOregons,
4959,Hali_Tulppo,ruushes
4960,LambdaTelepath,malfrisch
4961,BeardThePirate,"demarcodraws, willingblam"
4962,dahlgur,raypilley
4963,raeofsmiles95,itsdanicarr
4964,CritRoleStats,
4965,laurakaiken,
4966,JocelicRaganash,marisha_ray
4967,SpaceIsVeryBig,saturnberries
4968,DarkMavid4492,criticalrole
4969,fireflowerXD,
4970,WagonAgeOregons,critrolestats
4971,Riverdog_,arsequeef
4972,KatWaterflame,critrolestats
4973,merkeiing,
4974,Alakotila,"quietsnooze, triaelf9"
4975,KatWaterflame,critrolestats
4976,this_sauce,
4977,omalora,
4978,FearonZinka,tbgkaru
4979,Wally_Wests,
4980,nothingoskar,
4981,lijdad,kharypayton
4982,CaptSardonic,
4983,daerksiea,
4984,WagonAgeOregons,raesingtheangel
4985,nothingoskar,
4986,KyleWithAnN,
4987,nothingoskar,itsdanicarr
4988,settiai,
4989,hatterandholmes,pukaparade
4990,pogonologism,maddsterpiece
4991,merkeiing,
4992,flourean,criticalrole
4993,Wally_Wests,
4994,CritRoleStats,
4995,whoviancritter,willingblam
4996,Josh_Trovato,kellyjoule
4997,RuzgofDi,
4998,TheHoemann,"critrolefaces, samr"
4999,Duskthebatpackz,ioanamuresanart
5000,embracingashley,matthewmercer
5001,elfmade_chaos,marchyecilam
5002,Wally_Wests,
5003,AndrewKembleDM,"ajillustrate, talksmachina"
5004,di_yce,ioanamuresanart
5005,KatWaterflame,critrolestats
